CustomerID,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
50001,-0.7234196429445628,1.4697709592339467,-1.1300263873483176,0.09484559393209205,-0.6729001566106634,-0.772992409131072,1.8526164910200327,1.5842900815015346,-1.281017320404442,-0.39643451346171216,-0.6831327552000691,0.12493110407169346,-0.3501050442396749,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50002,,-0.7152859460966897,-0.8955785468165606,0.09484559393209205,0.3037504960621994,-0.048392465173706926,1.078429751777666,1.5842900815015346,-0.19262426886119507,-0.9242935509600374,-0.6831327552000691,-1.2433986633637468,-1.1429571803794634,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,3.5495117715574804,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50003,,-0.7152859460966897,1.6833476990327678,-1.2904670891793082,0.3037504960621994,-0.048392465173706926,0.6913363821564827,1.5842900815015346,-0.4647225317470068,-0.9242935509600374,-0.6831327552000691,-0.42240080290248266,-1.1632867223317656,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50004,-1.1909035874323575,1.4697709592339467,-0.07501110495541062,-1.2904670891793082,0.3037504960621994,1.4008074227410234,1.4655231213988493,-0.631197538680691,1.9841618342252985,-0.9242935509600374,-0.6831327552000691,-0.42240080290248266,-0.8786731349995339,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50005,-1.1909035874323575,-0.7152859460966897,-0.4266828657530463,,-0.6729001566106634,1.4008074227410234,-0.4699437267070671,-0.631197538680691,-1.281017320404442,-0.39643451346171216,-0.6831327552000691,-0.42240080290248266,-0.959991302808743,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50006,-1.1909035874323575,-0.7152859460966897,0.7455563369057393,0.09484559393209205,1.2804011487350622,1.4008074227410234,-0.8570370963282503,1.5842900815015346,1.712063571339487,1.1871425990332638,1.0178912370752489,0.6722630110458696,-0.7770254252380225,-0.982392989611792,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,1.8519133363922498,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50007,,1.4697709592339467,-0.5439067860189248,-1.2904670891793082,-0.6729001566106634,-0.772992409131072,-0.08285035708588379,-0.631197538680691,-0.4647225317470068,-0.9242935509600374,-0.6831327552000691,-1.2433986633637468,-1.1429571803794634,-0.982392989611792,1.8903749536732715,-0.26329780855981816,6.065083255762353,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50008,,-0.7152859460966897,-1.1300263873483176,0.09484559393209205,-0.6729001566106634,-0.772992409131072,-0.4699437267070671,1.5842900815015346,0.07947399402461662,0.13142452403661314,-0.3429279567450055,-1.2433986633637468,-1.1022980964748588,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50009,0.3284192321529749,1.4697709592339467,-0.778354626550682,,0.3037504960621994,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-0.4647225317470068,-0.9242935509600374,-0.6831327552000691,-0.6960667563895707,-1.0209799286656498,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,2.858212922000713,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50010,,-0.7152859460966897,1.8005716192986463,-1.2904670891793082,1.2804011487350622,-0.048392465173706926,-0.8570370963282503,-0.631197538680691,-1.0089190575186302,-0.39643451346171216,-0.6831327552000691,-0.9697327098766588,-1.1022980964748588,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50011,-0.7234196429445628,-0.7152859460966897,0.27666065584222505,-1.2904670891793082,-0.6729001566106634,-0.048392465173706926,-0.8570370963282503,-0.631197538680691,,3.82643778652489,4.079734423170821,0.9459289645329576,2.394383119321131,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,6.065083255762353,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,-0.539982071703269,4.508409650393094,-1.0627085538844805,-0.6844269656122359
50012,0.09467725990907762,-0.7152859460966897,-1.1300263873483176,0.09484559393209205,0.3037504960621994,-0.048392465173706926,2.239709860641216,1.5842900815015346,-0.7368207946328185,-0.9242935509600374,-0.6831327552000691,-1.2433986633637468,-0.47208229595348855,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50013,-1.1909035874323575,-0.7152859460966897,-0.5439067860189248,-1.2904670891793082,-0.6729001566106634,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-0.7368207946328185,0.13142452403661314,-0.3429279567450055,-0.6960667563895707,-0.8786731349995339,-0.982392989611792,1.8903749536732715,3.7979807179929934,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50014,-1.1909035874323575,-0.7152859460966897,-0.07501110495541062,0.09484559393209205,0.3037504960621994,-0.048392465173706926,-1.2441304659494337,1.5842900815015346,0.3515722569104283,-0.9242935509600374,-0.6831327552000691,-1.2433986633637468,-0.8786731349995339,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50015,-0.13906471233481965,1.4697709592339467,-0.07501110495541062,0.09484559393209205,0.3037504960621994,-0.772992409131072,-0.8570370963282503,-0.631197538680691,0.07947399402461662,-0.9242935509600374,0.3374816401651217,0.6722630110458696,0.38175846604320673,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,1.6585634682302337,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50016,,0.37724250656862857,-0.4266828657530463,0.09484559393209205,-0.6729001566106634,1.4008074227410234,0.3042430125352995,1.5842900815015346,1.712063571339487,-0.39643451346171216,-0.6831327552000691,-0.6960667563895707,-1.1429571803794634,-0.982392989611792,1.8903749536732715,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,-0.34986896613007135,3.5495117715574804,0.8146849599227606,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,0.9409917670698481,-0.6844269656122359
50017,-1.1909035874323575,-0.7152859460966897,-0.4266828657530463,,0.3037504960621994,-0.772992409131072,-0.8570370963282503,1.5842900815015346,0.62367051979624,-0.39643451346171216,-0.6831327552000691,-1.2433986633637468,-0.9803208447610452,-0.982392989611792,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,-0.7567203567527586,2.441149094151439,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50018,-1.1909035874323575,1.4697709592339467,-0.5439067860189248,-1.2904670891793082,0.3037504960621994,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,-1.281017320404442,-0.39643451346171216,-0.6831327552000691,-0.42240080290248266,-0.41109367009658176,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,-0.8353614243477485,2.858212922000713,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50019,-1.1909035874323575,-0.7152859460966897,-0.30945894548716774,0.09484559393209205,1.2804011487350622,-0.048392465173706926,-0.8570370963282503,1.5842900815015346,2.2562600971111104,-0.39643451346171216,-0.6831327552000691,0.3985970575587815,-0.3297755022873727,-0.982392989611792,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,1.4610762729160982
50020,1.0296451488846667,-0.7152859460966897,0.5111084963739821,0.09484559393209205,-0.6729001566106634,0.6762074787836582,2.239709860641216,1.5842900815015346,0.62367051979624,-0.39643451346171216,0.3374816401651217,-0.42240080290248266,-0.5534004637626976,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,1.8519133363922498,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50021,-1.1909035874323575,1.4697709592339467,-0.4266828657530463,0.09484559393209205,1.2804011487350622,-0.048392465173706926,0.3042430125352995,1.5842900815015346,0.62367051979624,2.2428606740299144,1.3580960355303127,0.6722630110458696,-0.3094459603350704,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,-0.6029314036845679,1.1970866392122446,-0.34986896613007135,-0.28172888677622643,0.8146849599227606,-0.2802571342583128,1.3214921352072564,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
50022,1.1465161350066153,-0.7152859460966897,1.5661237787668891,0.09484559393209205,-0.6729001566106634,-0.772992409131072,-0.8570370963282503,-0.631197538680691,-1.0089190575186302,4.88215586152154,4.079734423170821,0.3985970575587815,0.5240652597093226,1.0179225733228876,-0.5289955826260053,-0.26329780855981816,-0.1648781983412864,1.6585634682302337,-0.8353614243477485,-0.34986896613007135,-0.28172888677622643,-1.2274683456716928,-0.2802571342583128,-0.7567203567527586,-0.40964314813700775,-0.539982071703269,-0.22180770549828122,-1.0627085538844805,-0.6844269656122359
